Region,SubRegion,Country,Country Code,DrugGroup,Drug,Year,KgEquivalent
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.0001
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.074875
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.00199
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.05
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.55
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.00065
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.23125
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.1
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2019,0.783875
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2019,60.95
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2019,0.069900003
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2019,4.39
Americas,North America,Canada,CAN,Cannabis-type,Cannabis plants,2019,155569.2
Americas,North America,Canada,CAN,Cannabis-type,Cannabis plants,2019,16981.8699
Americas,North America,Canada,CAN,Cannabis-type,Cannabis plants,2019,993.8
Americas,North America,Canada,CAN,Cannabis-type,Cannabis seed,2019,2.94
Americas,North America,Canada,CAN,Cannabis-type,Cannabis seed,2019,0.01701
Americas,North America,Canada,CAN,Cannabis-type,Cannabis seed,2019,0.00027
Americas,North America,Canada,CAN,Cannabis-type,Cannabis seed,2019,0.5
Americas,North America,Canada,CAN,Cannabis-type,Hashish (resin),2019,247.79385
Americas,North America,Canada,CAN,Cannabis-type,Hashish (resin),2019,62.750611
Americas,North America,Canada,CAN,Cannabis-type,Hashish (resin),2019,1.26623255
Americas,North America,Canada,CAN,Cannabis-type,Hashish (resin),2019,0.005535
Americas,North America,Canada,CAN,Cannabis-type,Hashish (resin),2019,59.41
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2019,1967.6451
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2019,0.4065
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2019,1247.4036
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2019,0.0835
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,231.620479
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,0
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,369.5563
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,167.794483
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,0
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,4.60748
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,0
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,332.092656
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,0
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,24.2216
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,67.97
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,78.34
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,0
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2019,4.08
Americas,North America,Canada,CAN,Cocaine-type,Coca bush,2019,4
Americas,North America,Canada,CAN,Cocaine-type,Cocaine salts,2019,3830.07809
Americas,North America,Canada,CAN,Cocaine-type,Cocaine salts,2019,0.272830004
Americas,North America,Canada,CAN,Cocaine-type,Cocaine salts,2019,996.210534
Americas,North America,Canada,CAN,Hallucinogens,LSD,2019,0.15
Americas,North America,Canada,CAN,Hallucinogens,LSD,2019,0.000409499
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.76
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.0006
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.04
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.00065
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.002
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,3
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.0063
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.7041
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.026101
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.0008
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,491.03926
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,0.0006
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2019,34.38
Americas,North America,Canada,CAN,Non-specified,Non-specified,2019,1.17
Americas,North America,Canada,CAN,Non-specified,Non-specified,2019,0.576529987
Americas,North America,Canada,CAN,Non-specified,Non-specified,2019,10.4
Americas,North America,Canada,CAN,Opioids,Heroin,2019,97.5293325
Americas,North America,Canada,CAN,Opioids,Heroin,2019,0.034834499
Americas,North America,Canada,CAN,Opioids,Heroin,2019,0.87785748
Americas,North America,Canada,CAN,Opioids,Illicit morphine,2019,0.528657008
Americas,North America,Canada,CAN,Opioids,Illicit morphine,2019,0.38
Americas,North America,Canada,CAN,Opioids,Illicit morphine,2019,0.81
Americas,North America,Canada,CAN,Opioids,Opium,2019,570.497812
Americas,North America,Canada,CAN,Opioids,Opium,2019,0.541200022
Americas,North America,Canada,CAN,Opioids,Opium,2019,0.2
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.02
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,3
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.098350001
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.0165
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.0004
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,1.07
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.308100005
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.00035
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.03
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.0101375
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.55
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.004
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.143450002
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,1.83
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.066450001
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.04
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.079900001
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.00405
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.00695
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.00483
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.00045
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.001
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.054000001
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,2.15
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.935575014
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.34
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.84
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.0239125
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,6.29
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.0006
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.001
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,123.025679
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.784825012
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,7.83207971
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.00055
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,8.82
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,4.632602569
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,60.2
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.0075
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,51.33
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,1.852360528
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,18.64
Americas,North America,Canada,CAN,Opioids,Pharmaceutical opioids,2019,0.02
Americas,North America,Canada,CAN,Opioids,Poppy plants,2019,12.4
Americas,North America,Canada,CAN,Other miscellaneous,Anabolic steroids,2019,0
Americas,North America,Canada,CAN,Other miscellaneous,Anabolic steroids,2019,1701.67695
Americas,North America,Canada,CAN,Other miscellaneous,Anabolic steroids,2019,19.9786
Americas,North America,Canada,CAN,Other miscellaneous,Other miscellaneous,2019,1417.1718
Americas,North America,Canada,CAN,Other miscellaneous,Other miscellaneous,2019,0
Americas,North America,Canada,CAN,Other miscellaneous,Other miscellaneous,2019,33719.9
Americas,North America,Canada,CAN,Other miscellaneous,Other miscellaneous,2019,0
Americas,North America,Canada,CAN,Precursors,Other precursors,2019,7
Americas,North America,Canada,CAN,Precursors,Pseudoephedrine,2019,0
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Barbiturates,2019,3.5
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Barbiturates,2019,0.00078
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Barbiturates,2019,0.03
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Barbiturates,2019,0.027719999
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,1E-05
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,0.039487499
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,0.001195
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,1.27
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,0.065017499
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,5
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,0.11
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,0.113759997
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,17.1
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,0.418012491
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,2.22
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,7.44
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,8.93
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,1.517009766
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Benzodiazepines,2019,4.25
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,GHB,2019,0.0063
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,GHB,2019,323.64
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,GHB,2019,41.83
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2019,0.00054
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2019,0.54
Americas,North America,Canada,CAN,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2019,0.030124999
Americas,North America,Canada,CAN,Substances not under international control,Ketamine and phencyclidine-type substances,2019,219.623378
Americas,North America,Canada,CAN,Substances not under international control,Ketamine and phencyclidine-type substances,2019,0.0186125
Americas,North America,Canada,CAN,Substances not under international control,Ketamine and phencyclidine-type substances,2019,1.708
Americas,North America,Canada,CAN,Substances not under international control,Other substances not under int. control,2019,353.356681
Americas,North America,Canada,CAN,Substances not under international control,Other substances not under int. control,2019,0.049944999
Americas,North America,Canada,CAN,Substances not under international control,Other substances not under int. control,2019,1.8934
Americas,North America,Canada,CAN,Substances not under international control,Phenethylamines,2019,0.0004
Americas,North America,Canada,CAN,Substances not under international control,Piperazines,2019,0.0025
Americas,North America,Canada,CAN,Substances not under international control,Plant-based NPS,2019,0.01
Americas,North America,Canada,CAN,Substances not under international control,Plant-based NPS,2019,0.0625
Americas,North America,Canada,CAN,Substances not under international control,Plant-based NPS,2019,8816.50879
Americas,North America,Canada,CAN,Substances not under international control,Synthetic cannabinoids (Spice),2019,0.14
Americas,North America,Canada,CAN,Substances not under international control,Synthetic cannabinoids (Spice),2019,0.0295
Americas,North America,Canada,CAN,ATS,Amphetamine,2018,17.535045
Americas,North America,Canada,CAN,ATS,Amphetamine,2018,17.6785
Americas,North America,Canada,CAN,ATS,Amphetamine,2018,0.5
Americas,North America,Canada,CAN,ATS,Ecstasy-type substances,2018,4.37525
Americas,North America,Canada,CAN,ATS,Ecstasy-type substances,2018,18.98
Americas,North America,Canada,CAN,ATS,Ecstasy-type substances,2018,1.440625
Americas,North America,Canada,CAN,ATS,Ecstasy-type substances,2018,2.5325
Americas,North America,Canada,CAN,ATS,Ecstasy-type substances,2018,24.69733
Americas,North America,Canada,CAN,ATS,Ecstasy-type substances,2018,0.05
Americas,North America,Canada,CAN,ATS,Methamphetamine,2018,121.1763325
Americas,North America,Canada,CAN,ATS,Methamphetamine,2018,378.85962
Americas,North America,Canada,CAN,ATS,Methamphetamine,2018,4.045
Americas,North America,Canada,CAN,ATS,Other stimulants,2018,0.01075
Americas,North America,Canada,CAN,ATS,Other stimulants,2018,245.48
Americas,North America,Canada,CAN,ATS,Other stimulants,2018,0.00225
Americas,North America,Canada,CAN,ATS,Other stimulants,2018,0.15
Americas,North America,Canada,CAN,ATS,Other stimulants,2018,0.01
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2018,0.22025
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2018,0.41325
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2018,0.0085
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2018,6.935
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2018,0.018
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2018,0.0065
Americas,North America,Canada,CAN,ATS,Prescription stimulants,2018,0.0005
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2018,26.46810105
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2018,113.0115214
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2018,16.512
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2018,54.773
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2018,0.341400014
Americas,North America,Canada,CAN,Cannabis-type,Cannabis oil,2018,9.075600361
Americas,North America,Canada,CAN,Cannabis-type,Cannabis plants,2018,40.54
Americas,North America,Canada,CAN,Cannabis-type,Cannabis plants,2018,724.4
Americas,North America,Canada,CAN,Cannabis-type,Cannabis plants,2018,40.6
Americas,North America,Canada,CAN,Cannabis-type,Hashish (resin),2018,1.27
Americas,North America,Canada,CAN,Cannabis-type,Hashish (resin),2018,1353.38745
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2018,37.907
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2018,12175.69577
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2018,84.06
Americas,North America,Canada,CAN,Cannabis-type,Marijuana (herb),2018,16.955065
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,33.21
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,2.04
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,0
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,105.833383
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,0.181416
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,0.02
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,0
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,12.225
Americas,North America,Canada,CAN,Cannabis-type,Other types of cannabis,2018,0
Americas,North America,Canada,CAN,Cocaine-type,Coca leaf,2018,73.53
Americas,North America,Canada,CAN,Cocaine-type,Coca leaf,2018,0.05
Americas,North America,Canada,CAN,Cocaine-type,Coca leaf,2018,3.31
Americas,North America,Canada,CAN,Cocaine-type,Cocaine salts,2018,0.594200009
Americas,North America,Canada,CAN,Cocaine-type,Cocaine salts,2018,1663.0906
Americas,North America,Canada,CAN,Cocaine-type,Cocaine salts,2018,11.821
Americas,North America,Canada,CAN,Hallucinogens,LSD,2018,0.21
Americas,North America,Canada,CAN,Hallucinogens,LSD,2018,0.002268512
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,90.51594
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,1
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,25.42
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,0.0015
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,6.92
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,47.03
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,0.01908
Americas,North America,Canada,CAN,Hallucinogens,Other Hallucinogens,2018,0.001
